,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class,sales channel,response
268,Washington,5133.414764,Master,M,53390,64,0.0,Personal Auto,278.999409,Four-Door Car,Branch,No
269,Oregon,4996.564694,College,F,25915,64,0.0,Corporate Auto,317.979988,Two-Door Car,Agent,No
270,,4455.843406,High School or Below,F,0,121,0.0,Personal Auto,699.615192,SUV,Agent,
271,Washington,3921.018919,College,F,62445,98,1.0,Personal Auto,681.167228,Four-Door Car,Call Center,No
272,Arizona,20171.96154,Doctor,M,24804,73,0.0,Personal Auto,350.4,Two-Door Car,Call Center,No
273,Oregon,5528.212807,Bachelor,M,36088,72,0.0,Corporate Auto,345.6,Four-Door Car,Agent,Yes
274,California,4077.501164,Bachelor,F,53093,103,0.0,Corporate Auto,98.991733,SUV,Call Center,No
275,Arizona,4917.889638,High School or Below,M,0,71,0.0,Personal Auto,511.2,Two-Door Car,Web,No
276,Oregon,5686.961001,High School or Below,M,30242,72,0.0,Personal Auto,48.288036,Four-Door Car,Branch,No
277,California,8025.229358,College,F,0,77,,Personal Auto,25.807685,Two-Door Car,Branch,No
278,Oregon,4165.252177,Bachelor,M,58299,105,,Personal Auto,504.0,Four-Door Car,Branch,No
279,Oregon,19259.84494,Master,F,35973,159,0.0,Personal Auto,763.2,Sports Car,Call Center,No
280,Arizona,2486.064902,College,M,36635,63,0.0,Corporate Auto,302.4,Four-Door Car,Agent,No
281,California,5948.98896,High School or Below,F,88122,148,0.0,Corporate Auto,840.231575,SUV,Call Center,No
282,Oregon,10996.71336,High School or Below,F,0,104,0.0,Personal Auto,748.8,SUV,Branch,No
283,Nevada,4803.935174,High School or Below,M,0,69,0.0,Corporate Auto,496.8,Four-Door Car,Call Center,No
284,California,7761.267839,College,F,43137,96,0.0,Personal Auto,460.8,Two-Door Car,Call Center,No
285,California,4334.064096,Bachelor,F,23904,123,3.0,Corporate Auto,590.4,SUV,Agent,Yes
286,California,7695.122957,Bachelor,M,50147,101,0.0,Personal Auto,484.8,SUV,Branch,No
287,California,2397.036098,High School or Below,F,22283,65,0.0,Corporate Auto,572.072106,Four-Door Car,Branch,Yes
288,Nevada,42561.63183,Master,M,66661,119,0.0,Personal Auto,571.2,SUV,Agent,No
289,California,7153.208425,Bachelor,F,32238,91,0.0,Personal Auto,439.781453,Four-Door Car,Branch,No
290,California,6143.898219,High School or Below,F,45032,77,0.0,Personal Auto,36.818178,Four-Door Car,Agent,No
291,Arizona,26180.80528,High School or Below,F,68189,82,1.0,Special Auto,343.121192,Four-Door Car,Branch,No
292,Arizona,18688.30707,High School or Below,F,0,76,0.0,Personal Auto,364.8,Four-Door Car,Agent,No
293,Oregon,7089.68396,High School or Below,M,52707,90,1.0,Corporate Auto,432.0,Four-Door Car,Branch,No
294,Oregon,15000.84238,High School or Below,F,62473,76,1.0,Personal Auto,507.560729,,Branch,No
295,Nevada,41787.90343,High School or Below,F,46587,119,2.0,Personal Auto,571.2,Four-Door Car,Call Center,Yes
296,Oregon,2470.121222,College,M,0,74,,Personal Auto,721.242206,Two-Door Car,Web,No
297,Oregon,4786.009693,High School or Below,M,23402,61,0.0,Personal Auto,292.8,Four-Door Car,Call Center,No
298,Oregon,7918.334928,College,M,44698,211,4.0,Personal Auto,1012.8,Luxury Car,Call Center,No
299,California,2858.087414,Master,F,27382,71,0.0,Personal Auto,134.104322,Four-Door Car,Web,No
300,California,2719.853023,Bachelor,M,41005,70,0.0,Personal Auto,336.0,Four-Door Car,Branch,No
301,California,5714.165863,Master,F,23726,74,0.0,Corporate Auto,355.2,,Call Center,No
302,Washington,2837.109178,College,M,90893,70,0.0,Personal Auto,70.712507,Two-Door Car,Agent,No
303,Oregon,2535.321683,High School or Below,F,0,68,0.0,Corporate Auto,326.4,Four-Door Car,Branch,No
304,,5623.611187,College,F,31504,71,0.0,Special Auto,340.8,Four-Door Car,Branch,
305,,9061.057741,Master,F,73876,112,0.0,Personal Auto,419.303041,Four-Door Car,Web,
306,Arizona,5555.830205,Bachelor,M,74015,72,0.0,Personal Auto,471.443077,Four-Door Car,Call Center,Yes
307,Oregon,7937.064822,High School or Below,F,22862,67,0.0,Personal Auto,321.6,Two-Door Car,Agent,No
308,California,11790.49617,College,M,25251,66,0.0,Corporate Auto,316.8,Four-Door Car,Web,Yes
309,Nevada,22305.32351,College,F,0,102,0.0,Personal Auto,401.528957,Two-Door Car,Agent,No
310,Washington,6328.180924,Bachelor,M,0,100,2.0,Personal Auto,648.364172,SUV,Branch,No
311,Arizona,8433.228985,Bachelor,M,57961,72,0.0,Personal Auto,38.513959,Two-Door Car,Agent,No
312,California,9657.579498,High School or Below,M,0,131,0.0,Corporate Auto,628.8,SUV,Agent,Yes
313,Arizona,7559.206998,College,M,0,119,1.0,Corporate Auto,964.51598,Four-Door Car,Call Center,No
314,California,5755.18214,High School or Below,F,97657,71,0.0,Personal Auto,107.325235,Two-Door Car,Branch,No
315,Nevada,2868.598866,College,F,40046,73,0.0,Personal Auto,118.509791,Four-Door Car,Agent,No
316,California,8256.2978,Bachelor,F,62902,69,0.0,Personal Auto,159.383042,Two-Door Car,Web,Yes
317,California,6595.101921,Bachelor,M,0,105,2.0,Personal Auto,847.717402,Four-Door Car,Web,No
318,California,8725.292767,Bachelor,M,69772,112,0.0,Personal Auto,537.6,Four-Door Car,Branch,No
319,Arizona,3444.171166,Bachelor,F,0,93,0.0,Corporate Auto,7.991571,Four-Door Car,Agent,No
320,California,5217.513287,Bachelor,F,39854,66,0.0,Personal Auto,261.930545,Two-Door Car,Web,Yes
321,,4260.33573,College,M,26991,119,0.0,Corporate Auto,856.8,SUV,Branch,
322,Arizona,2769.252177,Bachelor,M,40506,70,0.0,Personal Auto,113.724707,Four-Door Car,Call Center,No
323,,2933.960426,College,M,0,83,0.0,Personal Auto,199.851201,Four-Door Car,Call Center,
324,California,11124.60499,Bachelor,M,0,112,0.0,Personal Auto,806.4,Two-Door Car,Agent,No
325,Washington,5394.703229,Bachelor,M,65978,67,0.0,Corporate Auto,251.795869,Two-Door Car,Branch,No
326,California,2816.756002,Bachelor,M,42937,71,0.0,Corporate Auto,251.779842,Two-Door Car,Call Center,No
327,Oregon,2585.206268,College,F,28137,65,0.0,Personal Auto,312.0,Two-Door Car,Web,No
328,Oregon,4236.84292,Bachelor,M,14476,113,0.0,Corporate Auto,542.4,Sports Car,Branch,No
329,,2544.969754,College,M,91169,65,,Personal Auto,139.745936,Two-Door Car,Call Center,
330,Washington,34708.87261,College,M,0,109,0.0,Personal Auto,718.700718,Sports Car,Agent,No
331,California,3034.646997,College,M,68205,76,0.0,Personal Auto,99.382943,Two-Door Car,Branch,No
332,Nevada,7844.252972,Bachelor,F,0,102,0.0,Personal Auto,273.945412,SUV,Web,No
333,Oregon,3259.885006,College,M,52782,85,4.0,Personal Auto,541.093963,Four-Door Car,Agent,No
334,,4282.947971,College,F,40864,109,1.0,Personal Auto,166.937747,SUV,Agent,
335,Arizona,2280.386988,College,F,0,61,0.0,Personal Auto,283.881697,Four-Door Car,Agent,No
336,Nevada,5794.104234,Bachelor,M,88370,74,1.0,Personal Auto,355.2,Four-Door Car,Agent,No
337,Nevada,12520.97907,College,M,0,126,0.0,Personal Auto,907.2,SUV,Branch,No
338,Oregon,4089.463358,College,F,60759,104,0.0,Corporate Auto,499.2,SUV,Branch,No
339,Oregon,5771.610372,High School or Below,F,65709,72,0.0,Corporate Auto,12.945127,Four-Door Car,Web,No
340,California,5133.635886,College,M,38795,65,0.0,Personal Auto,98.354737,Four-Door Car,Agent,No
341,Nevada,2531.73969,College,M,31993,66,1.0,Personal Auto,39.627399,Four-Door Car,Branch,No
342,Oregon,9756.044954,Doctor,M,67632,121,0.0,Personal Auto,26.951627,Sports Car,Branch,No
343,Nevada,2329.459058,College,M,20934,61,1.0,Personal Auto,292.8,Four-Door Car,Branch,No
344,California,2514.59196,High School or Below,F,43860,65,0.0,Personal Auto,156.124914,Four-Door Car,Agent,Yes
345,California,4647.423581,Bachelor,M,28314,121,0.0,Personal Auto,580.8,SUV,Agent,No
346,Arizona,2719.506996,College,F,14030,72,0.0,Personal Auto,345.6,,Branch,Yes
347,,3280.457296,Bachelor,F,63297,82,0.0,Personal Auto,251.756739,Four-Door Car,Web,
348,California,9976.24549,Bachelor,M,74115,63,0.0,Personal Auto,275.349481,Four-Door Car,Branch,No
349,California,2738.001957,Master,M,0,74,0.0,Personal Auto,263.365432,Two-Door Car,Branch,No
350,Washington,2476.480866,College,F,47918,62,0.0,Corporate Auto,246.256648,Two-Door Car,Call Center,No
351,Washington,7250.029606,Bachelor,M,0,69,0.0,Personal Auto,496.8,Two-Door Car,Call Center,No
352,Washington,5504.139033,Bachelor,F,0,73,0.0,Corporate Auto,350.4,Four-Door Car,Call Center,Yes
353,Nevada,3776.665506,College,F,68727,94,0.0,Corporate Auto,386.520235,Two-Door Car,Call Center,No
354,Arizona,8932.317753,High School or Below,F,60909,112,0.0,Personal Auto,412.106287,SUV,Agent,No
355,California,6352.961129,High School or Below,F,80587,78,0.0,Personal Auto,276.191729,Four-Door Car,Agent,No
356,Oregon,3785.754787,Bachelor,F,26318,96,0.0,Personal Auto,679.392372,Two-Door Car,Call Center,No
357,Oregon,12663.59666,Master,F,27739,104,0.0,Corporate Auto,3.200851,Four-Door Car,Agent,No
358,California,12625.27947,Bachelor,F,79421,104,0.0,Personal Auto,115.126739,Four-Door Car,Agent,No
359,California,4964.63152,College,M,52679,62,0.0,Personal Auto,117.998498,Four-Door Car,Agent,No
360,Oregon,8658.863813,College,M,62464,109,0.0,Personal Auto,400.181882,Sports Car,Agent,Yes
361,Washington,28119.28723,Bachelor,F,68211,99,0.0,Corporate Auto,475.2,Four-Door Car,Branch,No
362,Oregon,17435.68167,Bachelor,F,54105,73,2.0,Personal Auto,350.4,Two-Door Car,Web,No
363,Oregon,5553.362689,Bachelor,M,0,89,1.0,Personal Auto,640.8,Two-Door Car,Agent,No
364,Oregon,3996.772165,College,F,46210,100,0.0,Personal Auto,46.315771,SUV,Agent,No
365,Oregon,4911.002585,College,M,32903,64,3.0,Personal Auto,98.33116,Four-Door Car,Web,No
366,Oregon,5174.081063,High School or Below,F,88081,64,0.0,Personal Auto,82.483947,Four-Door Car,Branch,No
367,California,2499.036551,Master,F,28264,63,,Corporate Auto,364.622773,,Agent,No
368,Oregon,2886.451602,High School or Below,F,10312,78,0.0,Personal Auto,486.278557,Four-Door Car,Agent,Yes
369,California,15122.99194,Bachelor,F,0,72,0.0,Personal Auto,518.4,Two-Door Car,Agent,No
370,Oregon,9517.07801,Bachelor,F,0,87,0.0,Personal Auto,417.6,Four-Door Car,Agent,No
371,California,4772.931526,High School or Below,M,15323,128,0.0,Personal Auto,614.4,SUV,Agent,No
372,California,3966.129505,College,M,72439,100,1.0,Personal Auto,480.0,SUV,Web,No
373,Arizona,2750.705045,College,M,51789,70,0.0,Personal Auto,336.0,Four-Door Car,Call Center,No
374,Washington,2175.740021,College,F,0,61,0.0,Personal Auto,479.097472,Four-Door Car,Web,No
375,California,8663.919296,High School or Below,F,29218,72,0.0,Personal Auto,502.369442,Four-Door Car,Agent,No
376,Washington,5200.22777,Master,M,23401,66,0.0,Personal Auto,316.8,Four-Door Car,Web,No
377,Oregon,27528.31132,High School or Below,F,54586,76,0.0,Personal Auto,122.590766,Two-Door Car,Branch,No
378,Arizona,4731.749346,College,M,69833,118,0.0,Personal Auto,828.662719,Four-Door Car,Agent,No
379,Washington,4791.081559,College,F,29111,63,0.0,Personal Auto,302.4,Four-Door Car,Branch,No
380,Oregon,3300.607083,Bachelor,F,59592,84,0.0,Personal Auto,161.231812,Four-Door Car,Web,No
381,California,6189.994337,Bachelor,M,59523,78,,Personal Auto,343.789779,Four-Door Car,Branch,No
382,California,2619.027206,High School or Below,F,60477,65,0.0,Corporate Auto,139.841411,Four-Door Car,Agent,No
383,Oregon,4049.807215,College,M,42512,105,1.0,Personal Auto,77.479316,Four-Door Car,Agent,No
384,Washington,17684.65456,High School or Below,F,82667,64,1.0,Special Auto,307.2,Two-Door Car,Branch,No
385,,17497.52201,College,M,0,73,0.0,Personal Auto,350.4,Two-Door Car,Agent,
386,Washington,8018.503854,Bachelor,F,58843,68,0.0,Corporate Auto,200.490816,Two-Door Car,Call Center,No
387,California,5379.482798,College,F,24702,68,0.0,Personal Auto,214.91451,Four-Door Car,Web,No
388,California,4148.570285,Bachelor,F,61896,104,0.0,Personal Auto,461.306722,SUV,Call Center,No
389,Oregon,11790.49617,College,M,25251,66,0.0,Personal Auto,316.8,Four-Door Car,Web,Yes
390,Oregon,7851.582939,High School or Below,F,48943,65,0.0,Corporate Auto,105.068788,Two-Door Car,Web,No
391,Oregon,2680.900678,College,F,41968,67,0.0,Corporate Auto,183.207703,Four-Door Car,Agent,No
392,Washington,2981.875575,College,M,0,83,0.0,Personal Auto,582.679087,Two-Door Car,Web,No
393,Oregon,4282.947971,College,F,40864,109,1.0,Personal Auto,166.937747,SUV,Agent,Yes
394,Arizona,4165.994433,High School or Below,F,0,64,3.0,Personal Auto,575.890362,Four-Door Car,Agent,No
395,Washington,5783.175676,College,M,72354,73,0.0,Personal Auto,13.949992,Four-Door Car,Agent,No
396,Nevada,4904.894731,College,F,12902,139,0.0,Corporate Auto,667.2,Sports Car,Agent,Yes
397,California,22332.43946,College,M,49078,97,0.0,Corporate Auto,484.013411,,Branch,Yes
398,Oregon,6615.815683,College,M,90414,83,1.0,Personal Auto,398.4,Four-Door Car,Call Center,No
399,California,5352.218989,Bachelor,M,93606,67,0.0,Personal Auto,321.6,Four-Door Car,Branch,No
400,Arizona,8561.561976,High School or Below,M,37759,108,0.0,Corporate Auto,518.4,SUV,Web,No
401,California,2798.834343,College,M,48675,71,1.0,Corporate Auto,340.8,Four-Door Car,Web,No
402,California,11663.98572,College,F,0,107,0.0,Personal Auto,513.6,Four-Door Car,Call Center,No
403,,12280.76661,College,M,88340,102,0.0,Personal Auto,489.6,Two-Door Car,Branch,
404,,8160.689782,High School or Below,F,0,109,0.0,Personal Auto,523.2,SUV,Web,
405,Oregon,8714.922135,College,F,0,118,0.0,Personal Auto,566.4,SUV,Agent,Yes
406,Oregon,6900.951275,High School or Below,F,0,92,0.0,Personal Auto,428.064465,Two-Door Car,Branch,No
407,California,14854.19552,College,M,37899,187,0.0,Personal Auto,246.993145,Luxury SUV,Branch,No
408,Arizona,2388.353882,Bachelor,M,0,73,0.0,Personal Auto,677.970934,Four-Door Car,Web,No
409,California,8518.549119,Doctor,F,0,112,1.0,Personal Auto,537.6,Sports Car,Branch,No
410,Oregon,6731.050335,High School or Below,F,0,62,0.0,Corporate Auto,446.4,Four-Door Car,Agent,No
411,California,4064.107529,Master,M,0,107,0.0,Personal Auto,513.6,Sports Car,Branch,No
412,Oregon,4477.45201,Bachelor,F,41402,119,4.0,Personal Auto,571.2,Sports Car,Branch,No
413,Oregon,15173.96841,High School or Below,F,22448,126,0.0,Personal Auto,604.8,SUV,Branch,No
414,California,2955.495724,Doctor,F,56502,74,0.0,Personal Auto,355.2,Four-Door Car,Branch,No
415,Arizona,4525.365839,Bachelor,M,10269,65,0.0,Personal Auto,170.798204,Two-Door Car,Agent,No
416,Arizona,2912.248444,College,F,93403,73,0.0,Personal Auto,295.224598,,Web,No
417,California,5461.548993,High School or Below,F,39626,69,,Personal Auto,485.705851,Four-Door Car,Agent,No
418,California,3061.052283,Bachelor,M,56869,83,3.0,Personal Auto,269.406119,Four-Door Car,Agent,No
419,Oregon,25807.063,College,F,71210,214,1.0,Personal Auto,1027.2,Luxury Car,Branch,Yes
420,California,8954.434101,College,M,34614,114,,Personal Auto,547.2,Four-Door Car,Branch,No
421,Arizona,4633.101259,Bachelor,M,0,70,0.0,Personal Auto,336.0,Two-Door Car,Agent,No
422,Oregon,6647.846187,Bachelor,F,0,65,0.0,Personal Auto,312.0,Four-Door Car,Web,No
423,Washington,4951.656084,Doctor,M,46896,62,1.0,Personal Auto,31.707317,Four-Door Car,Agent,No
424,Washington,8522.759016,Doctor,F,0,109,0.0,Corporate Auto,723.786607,SUV,Call Center,No
425,California,4605.036646,College,F,22571,63,0.0,Personal Auto,302.4,Four-Door Car,Web,Yes
426,Nevada,5337.352409,Bachelor,F,0,86,3.0,Personal Auto,619.2,,Agent,No
427,Washington,6689.022728,High School or Below,M,56980,84,0.0,Corporate Auto,599.000883,Two-Door Car,Agent,Yes
428,California,3412.566597,Bachelor,M,30335,87,0.0,Corporate Auto,326.132867,Four-Door Car,Agent,No
429,Oregon,2063.387895,College,F,0,64,3.0,Personal Auto,602.911057,Four-Door Car,Agent,No
430,,2393.915369,College,M,0,70,0.0,Personal Auto,425.266308,Four-Door Car,Branch,
431,Nevada,4764.189722,High School or Below,F,0,67,0.0,Personal Auto,405.527937,Four-Door Car,Web,No
432,Nevada,2568.843396,Bachelor,F,11167,73,,Personal Auto,350.4,Two-Door Car,Branch,No
433,California,4376.083958,Bachelor,M,0,69,4.0,Personal Auto,331.2,Two-Door Car,Web,No
434,Oregon,23594.6802,Bachelor,M,76358,66,0.0,Personal Auto,86.461582,Four-Door Car,Agent,Yes
435,Oregon,8223.164916,Bachelor,M,95102,101,,Corporate Auto,94.338814,Four-Door Car,Web,No
436,California,8490.284985,Bachelor,M,28677,78,0.0,Personal Auto,131.515739,Four-Door Car,Agent,No
437,California,6183.185785,College,F,36464,78,0.0,Personal Auto,93.515817,Four-Door Car,Call Center,No
438,California,12047.775,Bachelor,F,43324,101,0.0,Corporate Auto,284.667612,Two-Door Car,Branch,No
439,California,8838.085637,Bachelor,M,82664,114,3.0,Personal Auto,133.425609,SUV,Agent,Yes
440,California,3548.071725,College,M,0,96,0.0,Corporate Auto,446.122702,Four-Door Car,Branch,No
441,Oregon,6960.920371,College,M,74487,88,0.0,Personal Auto,16.711329,Four-Door Car,Call Center,No
442,Arizona,13736.1325,Master,F,16181,181,0.0,Personal Auto,1261.319869,SUV,Web,Yes
443,California,8438.463783,College,M,25539,112,0.0,Personal Auto,585.069825,SUV,Web,No
444,Nevada,5096.673223,Master,F,22886,65,0.0,Personal Auto,312.0,Four-Door Car,Agent,Yes
445,California,12280.76661,College,M,88340,102,0.0,Corporate Auto,489.6,Two-Door Car,Branch,Yes
446,Washington,2926.5223,Bachelor,F,23656,80,3.0,Corporate Auto,384.0,Four-Door Car,Branch,No
447,Oregon,7851.901368,Master,M,25950,66,0.0,Personal Auto,271.697529,Two-Door Car,Agent,No
448,California,2414.072446,High School or Below,M,0,71,0.0,Personal Auto,511.2,,Call Center,No
449,Oregon,10348.01348,High School or Below,M,34244,87,2.0,Personal Auto,417.6,Four-Door Car,Branch,No
450,Oregon,5894.907375,High School or Below,F,39381,74,,Personal Auto,355.2,Four-Door Car,Branch,No
451,Oregon,23086.36478,High School or Below,F,69240,194,0.0,Personal Auto,744.769131,Luxury SUV,Branch,No
452,California,8509.850887,Master,M,26057,74,,Personal Auto,523.888845,Four-Door Car,Call Center,Yes
453,California,2503.660407,Bachelor,M,53338,63,1.0,Personal Auto,35.45384,Four-Door Car,Agent,No
454,California,4200.373728,Master,M,51510,106,0.0,Personal Auto,688.547375,Four-Door Car,Branch,No
455,,5363.528173,High School or Below,F,64604,67,1.0,Personal Auto,272.445607,Four-Door Car,Web,
456,Oregon,33279.77231,High School or Below,F,59130,117,,Corporate Auto,436.533172,Sports Car,Call Center,No
457,Oregon,7284.262288,College,M,10334,64,0.0,Personal Auto,296.962938,,Agent,No
458,Arizona,7281.44014,High School or Below,F,0,69,3.0,Personal Auto,371.803029,Four-Door Car,Call Center,No
459,Oregon,6410.967544,College,M,61709,82,2.0,Personal Auto,275.395894,Four-Door Car,Branch,No
460,Nevada,2937.424534,Master,F,83195,73,1.0,Personal Auto,332.693627,Two-Door Car,Call Center,No
461,Arizona,26223.81193,High School or Below,M,0,115,,Corporate Auto,828.0,SUV,Call Center,No
462,California,3401.881747,High School or Below,M,41972,86,0.0,Personal Auto,691.709371,Four-Door Car,Branch,No
463,Oregon,2640.58732,Bachelor,M,59961,68,0.0,Personal Auto,291.91645,Four-Door Car,Branch,No
464,California,2701.039719,College,F,39141,68,0.0,Personal Auto,402.456296,Four-Door Car,Branch,No
465,California,6988.401604,College,F,22436,89,0.0,Special Auto,427.2,Four-Door Car,Branch,No
466,California,7896.706446,College,M,0,111,0.0,Corporate Auto,190.120714,SUV,Branch,No
467,Oregon,5510.965059,College,F,99553,68,0.0,Corporate Auto,111.586995,Four-Door Car,Web,No
468,Arizona,5282.543094,College,M,38606,68,0.0,Personal Auto,413.288851,Four-Door Car,Branch,No
469,Washington,18853.73945,High School or Below,F,0,173,0.0,Corporate Auto,1245.6,SUV,Branch,No
470,Washington,2936.726182,High School or Below,F,27179,74,,Personal Auto,355.2,Four-Door Car,Branch,No
471,Washington,3781.4548,College,M,57647,94,0.0,Personal Auto,451.2,Two-Door Car,Branch,No
472,Arizona,5867.12642,College,F,27880,74,0.0,Personal Auto,199.444294,Four-Door Car,Call Center,No
473,California,5989.773931,College,M,66839,154,0.0,Personal Auto,739.2,Sports Car,Branch,Yes
474,Arizona,2671.295549,College,F,45525,66,0.0,Personal Auto,316.8,Two-Door Car,Agent,No
